"IdSalidas","IdOrdenes","IdTela","Fecha","Referencia"
540,172,4,13/03/2006 00:00:00,
541,176,4,11/03/2006 00:00:00,
542,184,4,13/03/2006 00:00:00,
543,186,4,13/03/2006 00:00:00,
544,0,10,16/03/2006 00:00:00,"MJD 310-317"
545,0,14,16/03/2006 00:00:00,"MJD 310-317"
546,0,13,16/03/2006 00:00:00,"MJD 310-317"
547,0,4,16/03/2006 00:00:00,"MJD 310-317"
548,0,3,16/03/2006 00:00:00,"MJD 310-317"
549,0,30,16/03/2006 00:00:00,"MJD 310-317"
550,0,30,16/03/2006 00:00:00,"MJD 310-317"
551,207,4,15/03/2006 00:00:00,
552,205,4,15/03/2006 00:00:00,
553,187,4,13/03/2006 00:00:00,
554,187,6,13/03/2006 00:00:00,
555,188,4,10/03/2006 00:00:00,
556,189,4,06/03/2006 00:00:00,
557,189,21,06/03/2006 00:00:00,
558,145,3,20/01/2006 00:00:00,
559,0,4,15/03/2006 00:00:00,"MJD 281"
560,216,10,15/03/2006 00:00:00,
561,216,30,15/03/2006 00:00:00,
562,216,10,15/03/2006 00:00:00,
563,0,4,24/03/2006 00:00:00,"Dev. 280-282"
564,0,7,24/03/2006 00:00:00,"Dev. 280-282"
565,0,21,24/03/2006 00:00:00,"Dev. 280-282"
566,0,16,24/03/2006 00:00:00,"Dev 283"
567,0,4,21/03/2006 00:00:00,"Dev. 268-279"
568,203,30,01/02/2006 00:00:00,
569,173,4,13/03/2006 00:00:00,
570,174,10,18/03/2006 00:00:00,
571,175,4,14/03/2006 00:00:00,
572,177,10,22/03/2006 00:00:00,
573,0,30,27/03/2006 00:00:00,"Dev. Nauc."
574,0,29,04/04/2006 00:00:00,"D.005"
575,0,10,04/04/2006 00:00:00,"D.005"
576,0,4,04/04/2006 00:00:00,"430-432"
577,0,14,04/04/2006 00:00:00,"431-432"
578,0,30,04/04/2006 00:00:00,"431"
579,0,2,04/04/2006 00:00:00,"302-304"
580,0,23,04/04/2006 00:00:00,"Dev. Nauc."
581,0,1,04/04/2006 00:00:00,"Dev. Nauc."
582,0,10,03/04/2006 00:00:00,"Dev. Nauc."
583,0,30,03/04/2006 00:00:00,"Dev. Nuac."
584,0,13,03/04/2006 00:00:00,"Dev. Nauc"
585,0,13,03/04/2006 00:00:00,"Dev. Nauc."
586,0,4,03/04/2006 00:00:00,"Dev. Nauc."
587,178,4,02/03/2006 00:00:00,
588,178,6,02/03/2006 00:00:00,
589,182,4,09/03/2006 00:00:00,
590,174,4,18/03/2006 00:00:00,
591,177,2,22/03/2006 00:00:00,
592,216,13,15/03/2006 00:00:00,
593,0,10,03/04/2006 00:00:00,"Rem. 0264"
594,206,4,17/03/2006 00:00:00,
595,208,4,17/03/2006 00:00:00,
596,210,4,27/03/2006 00:00:00,
597,210,16,27/03/2006 00:00:00,
598,211,4,27/03/2006 00:00:00,
599,211,16,27/03/2006 00:00:00,
600,204,4,15/03/2006 00:00:00,
601,204,29,15/03/2006 00:00:00,
602,0,13,03/04/2006 00:00:00,"Dev. Nauc."
603,0,2,03/04/2006 00:00:00,"Dev. Nauc."
604,0,10,12/04/2006 00:00:00,"MJD 347a350"
605,0,13,12/04/2006 00:00:00,"MJD 347a350"
606,0,2,12/04/2006 00:00:00,"MJD 347a350"
607,0,4,12/04/2006 00:00:00,"MJD 347a350"
608,0,16,07/04/2006 00:00:00,"Free 430a432"
609,217,30,18/04/2006 00:00:00,
